ticket_id,customer_id,issue_type,issue_description
T2708,CO955,Login Issue,Multiple failures I am facing while trying to login
T2709,CO701,Payment Issue,Payment did not go through despite several tries
T2710,CO958,UI Issue,The user interface is not loading correctly
T2711,CO719,Payment Issue,Payment did not go through despite several tries
T2712,CO981,Account Issue,Unable to update account information
T2713,CO736,Payment Issue,Payment did not go through despite several tries
T2714,CO771,Billing Issue,Incorrect invoice generated for the last transaction
T2715,CO577,Billing Issue,Incorrect invoice generated for the last transaction
T2716,CO611,UI Issue,The user interface is not loading correctly
T2717,CO831,Account Issue,Unable to update account information
T2718,CO853,Account Issue,Unable to update account information
T2719,CO668,Network Issue,Network connectivity keeps dropping during usage
T2720,CO814,Network Issue,Network connectivity keeps dropping during usage
T2721,CO659,Payment Issue,Payment did not go through despite several tries
T2722,CO843,Network Issue,Network connectivity keeps dropping during usage
T2723,CO731,UI Issue,The user interface is not loading correctly
T2724,CO960,API Issue,API call is failing multiple times and I could not fetch the data
T2725,CO791,Network Issue,Network connectivity keeps dropping during usage
T2726,CO700,Security Issue,Received multiple invalid authentication code attempts
T2727,CO814,Data Sync Issue,Data is not syncing between devices
T2728,CO974,Data Sync Issue,Data is not syncing between devices
T2729,CO907,API Issue,API call is failing multiple times and I could not fetch the data
T2730,CO702,UI Issue,The user interface is not loading correctly
T2731,CO987,Data Sync Issue,Data is not syncing between devices
T2732,CO610,Data Sync Issue,Data is not syncing between devices
T2733,CO601,API Issue,API call is failing multiple times and I could not fetch the data
T2734,CO837,Payment Issue,Payment did not go through despite several tries
T2735,CO633,Security Issue,Received multiple invalid authentication code attempts
T2736,CO751,Network Issue,Network connectivity keeps dropping during usage
T2737,CO812,Payment Issue,Payment did not go through despite several tries
T2738,CO998,UI Issue,The user interface is not loading correctly
T2739,CO931,Billing Issue,Incorrect invoice generated for the last transaction
T2740,CO696,Security Issue,Received multiple invalid authentication code attempts
T2741,CO576,UI Issue,The user interface is not loading correctly
T2742,CO835,Payment Issue,Payment did not go through despite several tries
T2743,CO983,Network Issue,Network connectivity keeps dropping during usage
T2744,CO959,Data Sync Issue,Data is not syncing between devices
T2745,CO761,Feature Request,Would like to have a dark mode option
T2746,CO797,Security Issue,Received multiple invalid authentication code attempts
T2747,CO595,Data Sync Issue,Data is not syncing between devices
T2748,CO571,Feature Request,Would like to have a dark mode option
T2749,CO936,Billing Issue,Incorrect invoice generated for the last transaction
T2750,CO840,Security Issue,Received multiple invalid authentication code attempts
T2751,CO925,API Issue,API call is failing multiple times and I could not fetch the data
T2752,CO863,Account Issue,Unable to update account information
T2753,CO777,Account Issue,Unable to update account information
T2754,CO786,Payment Issue,Payment did not go through despite several tries
T2755,CO777,Data Sync Issue,Data is not syncing between devices
T2756,CO522,Data Sync Issue,Data is not syncing between devices
T2757,CO816,Data Sync Issue,Data is not syncing between devices
T2758,CO778,Payment Issue,Payment did not go through despite several tries
T2759,CO795,Billing Issue,Incorrect invoice generated for the last transaction
T2760,CO978,Login Issue,Multiple failures I am facing while trying to login
T2761,CO819,Security Issue,Received multiple invalid authentication code attempts
T2762,CO971,Network Issue,Network connectivity keeps dropping during usage
T2763,CO901,Security Issue,Received multiple invalid authentication code attempts
T2764,CO611,Login Issue,Multiple failures I am facing while trying to login
T2765,CO952,Billing Issue,Incorrect invoice generated for the last transaction
T2766,CO712,UI Issue,The user interface is not loading correctly
T2767,CO968,Feature Request,Would like to have a dark mode option
T2768,CO814,Login Issue,Multiple failures I am facing while trying to login
T2769,CO902,UI Issue,The user interface is not loading correctly
T2770,CO590,Billing Issue,Incorrect invoice generated for the last transaction
T2771,CO770,Login Issue,Multiple failures I am facing while trying to login
T2772,CO702,UI Issue,The user interface is not loading correctly
T2773,CO938,Billing Issue,Incorrect invoice generated for the last transaction
T2774,CO534,Network Issue,Network connectivity keeps dropping during usage
T2775,CO714,UI Issue,The user interface is not loading correctly
T2776,CO653,Feature Request,Would like to have a dark mode option
T2777,CO886,Payment Issue,Payment did not go through despite several tries
T2778,CO893,Network Issue,Network connectivity keeps dropping during usage
T2779,CO559,Account Issue,Unable to update account information
T2780,CO963,Feature Request,Would like to have a dark mode option
T2781,CO759,Security Issue,Received multiple invalid authentication code attempts
T2782,CO849,Billing Issue,Incorrect invoice generated for the last transaction
T2783,CO986,Network Issue,Network connectivity keeps dropping during usage
T2784,CO837,Billing Issue,Incorrect invoice generated for the last transaction
T2785,CO714,Security Issue,Received multiple invalid authentication code attempts
T2786,CO824,Billing Issue,Incorrect invoice generated for the last transaction
T2787,CO887,Payment Issue,Payment did not go through despite several tries
T2788,CO813,API Issue,API call is failing multiple times and I could not fetch the data
T2789,CO641,Network Issue,Network connectivity keeps dropping during usage
T2790,CO927,Data Sync Issue,Data is not syncing between devices
T2791,CO915,Data Sync Issue,Data is not syncing between devices
T2792,CO980,Feature Request,Would like to have a dark mode option
T2793,CO672,Data Sync Issue,Data is not syncing between devices
T2794,CO630,Data Sync Issue,Data is not syncing between devices
T2795,CO867,Login Issue,Multiple failures I am facing while trying to login
T2796,CO803,Security Issue,Received multiple invalid authentication code attempts
T2797,CO633,Security Issue,Received multiple invalid authentication code attempts
T2798,CO651,Login Issue,Multiple failures I am facing while trying to login
T2799,CO749,Payment Issue,Payment did not go through despite several tries
T2800,CO736,Security Issue,Received multiple invalid authentication code attempts
T2801,CO832,Data Sync Issue,Data is not syncing between devices
T2802,CO896,Payment Issue,Payment did not go through despite several tries
T2803,CO679,Security Issue,Received multiple invalid authentication code attempts
T2804,CO771,Payment Issue,Payment did not go through despite several tries
T2805,CO722,Network Issue,Network connectivity keeps dropping during usage
T2806,CO570,Feature Request,Would like to have a dark mode option
T2807,CO687,Billing Issue,Incorrect invoice generated for the last transaction
T2808,CO637,Account Issue,Unable to update account information
T2809,CO915,Security Issue,Received multiple invalid authentication code attempts
T2810,CO935,Network Issue,Network connectivity keeps dropping during usage
T2811,CO645,Data Sync Issue,Data is not syncing between devices
T2812,CO921,Login Issue,Multiple failures I am facing while trying to login
T2813,CO922,Login Issue,Multiple failures I am facing while trying to login
T2814,CO694,Account Issue,Unable to update account information
T2815,CO618,API Issue,API call is failing multiple times and I could not fetch the data
T2816,CO577,Security Issue,Received multiple invalid authentication code attempts
T2817,CO653,API Issue,API call is failing multiple times and I could not fetch the data
T2818,CO526,Billing Issue,Incorrect invoice generated for the last transaction
T2819,CO952,Login Issue,Multiple failures I am facing while trying to login
T2820,CO591,Billing Issue,Incorrect invoice generated for the last transaction
T2821,CO603,Feature Request,Would like to have a dark mode option
T2822,CO982,Billing Issue,Incorrect invoice generated for the last transaction
T2823,CO610,Payment Issue,Payment did not go through despite several tries
T2824,CO993,Data Sync Issue,Data is not syncing between devices
T2825,CO791,Payment Issue,Payment did not go through despite several tries
T2826,CO616,Security Issue,Received multiple invalid authentication code attempts
T2827,CO830,Security Issue,Received multiple invalid authentication code attempts
